seqnames,start,end,strand,gene_id,gene_name
chr15,36871812,37102449,+,ENSG00000186073,C15orf41
chr15,36905675,36906399,+,ENSG00000261635,AC103988.2
chr15,36909290,36911466,+,ENSG00000261315,AC103988.1
chr15,36918875,36919976,-,ENSG00000260582,TPST2P1
chr15,36933387,36961298,-,ENSG00000261191,AC013640.1
chr15,37090797,37110660,-,ENSG00000223518,CSNK1A1P1
chr15,37144841,37145059,+,ENSG00000212511,U3
chr15,37168580,37179236,-,ENSG00000259280,AC018563.1
chr15,37181405,37393500,-,ENSG00000134138,MEIS2
chr15,37343029,37343131,-,ENSG00000206676,Y_RNA
chr15,37391540,37392374,+,ENSG00000259460,AC078909.1
chr15,37401788,37402185,+,ENSG00000274444,AC078909.2
chr15,37546080,37547153,+,ENSG00000270304,AC087283.1
chr15,37657228,37783009,-,ENSG00000259434,AC068875.1
chr15,37782892,37783304,+,ENSG00000243122,AC016304.1
chr15,38214140,38259925,+,ENSG00000166069,TMCO5A
chr15,38276967,38354541,+,ENSG00000259225,LINC02345
chr15,38361682,38365160,-,ENSG00000236914,LINC01852
chr15,38431796,38519088,-,ENSG00000259380,AC087473.1
chr15,38544527,38649450,+,ENSG00000166068,SPRED1
chr15,38746328,38779911,+,ENSG00000171262,FAM98B
chr15,38750961,38751741,-,ENSG00000259192,AC109631.1
chr15,38780304,38857776,-,ENSG00000172575,RASGRP1
chr15,38795054,38797182,+,ENSG00000259326,AC116158.1
chr15,38816271,38826856,+,ENSG00000259598,AC116158.2
chr15,38834444,38834544,+,ENSG00000201509,Y_RNA
chr15,38964048,38981392,+,ENSG00000259747,AC104261.1
chr15,38988799,38992239,+,ENSG00000175779,C15orf53
chr15,39048753,39051614,-,ENSG00000259731,AC022929.1
chr15,39143507,39145633,-,ENSG00000274281,AC022929.2
chr15,39157523,39719396,-,ENSG00000259345,AC013652.1
chr15,39311434,39317119,+,ENSG00000259278,AC087878.1
chr15,39459940,39472249,+,ENSG00000259423,AC113146.1
chr15,39480639,39486510,-,ENSG00000259450,AC113146.2
chr15,39542885,39547046,+,ENSG00000175746,C15orf54
chr15,39592619,39602983,-,ENSG00000259447,AC013652.2
chr15,39764904,39773407,+,ENSG00000259269,AC109630.1
chr15,39804605,39812055,-,ENSG00000259390,AC022196.1
chr15,39873280,39891667,+,ENSG00000137801,THBS1
chr15,39878762,39879494,+,ENSG00000276107,AC037198.2
chr15,39880558,39881083,-,ENSG00000278621,AC037198.3
chr15,39885781,39886432,-,ENSG00000259279,AC037198.1
chr15,39892232,40075031,-,ENSG00000150667,FSIP1
chr15,40062760,40093534,-,ENSG00000259580,AC023908.2
chr15,40074772,40077818,+,ENSG00000261136,AC023908.3
chr15,40091233,40213093,-,ENSG00000166073,GPR176
chr15,40105424,40107630,-,ENSG00000259432,AC023908.1
chr15,40213243,40218081,+,ENSG00000246863,AC012377.1
chr15,40214983,40215087,-,ENSG00000200305,Y_RNA
chr15,40226347,40327792,+,ENSG00000128829,EIF2AK4
chr15,40242907,40243009,+,ENSG00000238564,snoU13
chr15,40243576,40243909,-,ENSG00000259389,H3F3AP1
chr15,40327940,40331389,-,ENSG00000140319,SRP14
chr15,40331512,40359491,+,ENSG00000248508,SRP14-AS1
chr15,40367405,40370905,-,ENSG00000259584,AC021755.3
chr15,40371093,40371548,+,ENSG00000275636,AC021755.4
chr15,40380091,40401093,-,ENSG00000104081,BMF
chr15,40381033,40381587,+,ENSG00000259409,AC021755.2
chr15,40425969,40427415,-,ENSG00000259239,AC021755.1
chr15,40453224,40513337,+,ENSG00000156970,BUB1B
chr15,40509629,40568597,+,ENSG00000259288,BUB1B-PAK6
chr15,40518587,40519270,+,ENSG00000273786,AC020658.4
chr15,40524283,40528310,+,ENSG00000260648,AC020658.3
chr15,40530960,40569688,+,ENSG00000137843,PAK6
chr15,40537126,40539567,+,ENSG00000279537,AC020658.7
chr15,40542865,40545170,-,ENSG00000176753,C15orf56
chr15,40550702,40552571,+,ENSG00000279409,AC020658.6
chr15,40570377,40600136,-,ENSG00000137841,PLCB2
chr15,40573645,40574787,-,ENSG00000230778,ANKRD63
chr15,40577669,40578110,-,ENSG00000273855,AC020658.5
chr15,40592871,40594021,+,ENSG00000259307,PLCB2-AS1
chr15,40604553,40605490,-,ENSG00000244705,AC020658.1
chr15,40604816,40608835,+,ENSG00000259198,AC020658.2
chr15,40615865,40618916,+,ENSG00000259330,INAFM2
chr15,40623653,40633168,-,ENSG00000188549,C15orf52
chr15,40623738,40623849,-,ENSG00000252714,RNA5SP392
chr15,40643234,40648635,+,ENSG00000233041,PHGR1
chr15,40650436,40670840,+,ENSG00000140323,DISP2
chr15,40661126,40661841,-,ENSG00000259368,AC013356.4
chr15,40666599,40668192,+,ENSG00000261374,RP11-64K12.10
chr15,40674922,40686447,+,ENSG00000128944,KNSTRN
chr15,40697996,40728146,+,ENSG00000128928,IVD
chr15,40731920,40760441,+,ENSG00000140320,BAHD1
chr15,40745643,40746838,-,ENSG00000259364,AC013356.3
chr15,40756392,40758925,-,ENSG00000259211,AC013356.2
chr15,40763197,40766770,+,ENSG00000169105,CHST14
chr15,40772951,40773514,-,ENSG00000244251,AC013356.1
chr15,40780240,40850218,+,ENSG00000259536,AC091045.1
chr15,40820882,40857256,-,ENSG00000128891,CCDC32
chr15,40821769,40821872,+,ENSG00000223313,RNU6-516P
chr15,40861499,40867142,+,ENSG00000166133,RPUSD2
chr15,40886218,40956540,+,ENSG00000137812,KNL1
chr15,40899410,40899510,-,ENSG00000238559,snoU13
chr15,40907865,40908126,-,ENSG00000265814,RN7SL376P
chr15,40935131,40939055,+,ENSG00000259254,AC022405.1
chr15,40978922,40987305,-,ENSG00000245849,RAD51-AS1
chr15,40986972,41024537,+,ENSG00000051180,RAD51
chr15,41028082,41048049,-,ENSG00000137824,RMDN3
chr15,41052795,41053072,+,ENSG00000271236,SUMO2P15
chr15,41056218,41059908,+,ENSG00000137880,GCHFR
chr15,41057353,41099676,-,ENSG00000104129,DNAJC17
chr15,41062278,41064647,+,ENSG00000188277,C15orf62
chr15,41099284,41107282,+,ENSG00000166140,ZFYVE19
chr15,41107643,41120907,-,ENSG00000166143,PPP1R14D
chr15,41128006,41136585,-,ENSG00000261183,SPINT1-AS1
chr15,41136216,41150405,+,ENSG00000166145,SPINT1
chr15,41164412,41166487,-,ENSG00000104140,RHOV
chr15,41166631,41166793,+,ENSG00000274798,AC025166.1
chr15,41167511,41167608,+,ENSG00000264256,AC025166.1
chr15,41186628,41196173,+,ENSG00000104142,VPS18
chr15,41199009,41202535,+,ENSG00000251161,AC020661.1
chr15,41221538,41231270,+,ENSG00000128917,DLL4
chr15,41240934,41241067,-,ENSG00000259405,AC020661.2
chr15,41245160,41248717,+,ENSG00000128965,CHAC1
chr15,41271078,41408552,-,ENSG00000128908,INO80
chr15,41291472,41297063,+,ENSG00000259617,AC020661.4
chr15,41303795,41305498,+,ENSG00000259463,AC020661.3
chr15,41309005,41320091,+,ENSG00000259521,INO80-AS1
chr15,41309188,41311041,-,ENSG00000280036,AC020661.5
chr15,41401076,41401376,+,ENSG00000259547,CYCSP2
chr15,41449373,41449540,-,ENSG00000283133,AC021753.1
chr15,41455360,41456572,+,ENSG00000157021,FAM92A1P1
chr15,41474923,41522941,-,ENSG00000178997,EXD1
chr15,41484165,41484463,-,ENSG00000240847,RN7SL497P
chr15,41523037,41574088,+,ENSG00000187446,CHP1
chr15,41576188,41601935,+,ENSG00000247556,OIP5-AS1
chr15,41601466,41624819,-,ENSG00000104147,OIP5
chr15,41624892,41673248,+,ENSG00000137804,NUSAP1
chr15,41635278,41636423,+,ENSG00000259396,AC087721.1
chr15,41679547,41694717,-,ENSG00000137806,NDUFAF1
chr15,41700606,41775761,+,ENSG00000137815,RTF1
chr15,41740940,41741042,-,ENSG00000200407,RNU6-1169P
chr15,41785591,41795749,+,ENSG00000137825,ITPKA
chr15,41795836,41806085,-,ENSG00000062524,LTK
chr15,41809374,41836467,-,ENSG00000103932,RPAP1
chr15,41849225,41849633,+,ENSG00000259838,ELOCP2
chr15,41849873,41875784,+,ENSG00000092445,TYRO3
chr15,41901664,41904925,-,ENSG00000260926,AC016134.1
chr15,41913422,42065279,+,ENSG00000174197,MGA
chr15,41983783,41983876,+,ENSG00000207766,MIR626
chr15,42010568,42010870,-,ENSG00000270702,AC073657.2
chr15,42062954,42064930,-,ENSG00000260814,AC073657.1
chr15,42066632,42120053,+,ENSG00000137802,MAPKBP1
chr15,42073346,42076229,-,ENSG00000268632,AC073657.1
chr15,42117297,42120134,-,ENSG00000250379,AC020659.2
chr15,42120283,42129779,+,ENSG00000243789,JMJD7
chr15,42120293,42140353,+,ENSG00000168970,JMJD7-PLA2G4B
chr15,42129973,42140345,+,ENSG00000243708,PLA2G4B
chr15,42140342,42186275,-,ENSG00000137877,SPTBN5
chr15,42144111,42144227,-,ENSG00000200293,RNA5SP393
chr15,42158693,42158749,-,ENSG00000264850,MIR4310
chr15,42184991,42190773,+,ENSG00000174171,AC020659.1
chr15,42188137,42264776,-,ENSG00000103966,EHD4
chr15,42200402,42200912,-,ENSG00000278493,AC039056.2
chr15,42213615,42221081,+,ENSG00000259883,EHD4-AS1
chr15,42264961,42291292,+,ENSG00000246740,PLA2G4E-AS1
chr15,42273780,42343388,-,ENSG00000188089,PLA2G4E
chr15,42298330,42302315,+,ENSG00000257797,AC039056.1
chr15,42359207,42386752,-,ENSG00000159337,PLA2G4D
chr15,42431232,42448834,-,ENSG00000168907,PLA2G4F
chr15,42450899,42500514,-,ENSG00000166887,VPS39
chr15,42491768,42491864,-,ENSG00000207712,MIR627
chr15,42500611,42519188,+,ENSG00000261002,AC036103.1
chr15,42502650,42565861,-,ENSG00000103978,TMEM87A
chr15,42565431,42649133,+,ENSG00000214013,GANC
chr15,42605885,42606584,+,ENSG00000260571,BNIP3P5
chr15,42640301,42704515,+,ENSG00000258461,AC012651.1
chr15,42651698,42704516,+,ENSG00000092529,CAPN3
chr15,42705021,42783321,-,ENSG00000103994,ZNF106
chr15,42719789,42719895,-,ENSG00000201077,RNU6-188P
chr15,42783431,42837554,+,ENSG00000092531,SNAP23
chr15,42824065,42825038,-,ENSG00000261684,AC018362.1
chr15,42830018,42841000,-,ENSG00000180979,LRRC57
chr15,42841008,42862192,+,ENSG00000137814,HAUS2
chr15,42859229,42862192,-,ENSG00000261822,AC018362.2
chr15,42864125,42864631,+,ENSG00000260490,MYL12BP1
chr15,42867857,43013179,+,ENSG00000159433,STARD9
chr15,42873354,42873686,-,ENSG00000260282,EIF4EBP2P2
chr15,43000890,43000990,-,ENSG00000239025,snoU13
chr15,43015757,43029324,-,ENSG00000140326,CDAN1
chr15,43016300,43017120,+,ENSG00000278769,AC090510.3
chr15,43018781,43019409,+,ENSG00000274403,AC090510.2
chr15,43030932,43213007,-,ENSG00000128881,TTBK2
chr15,43031316,43035400,+,ENSG00000246283,AC090510.1
chr15,43093166,43094603,-,ENSG00000260799,KRT8P50
chr15,43231508,43232556,-,ENSG00000254793,FDPSP4
chr15,43235095,43398311,-,ENSG00000159459,UBR1
chr15,43398423,43513481,-,ENSG00000166947,EPB42
chr15,43407900,43408691,-,ENSG00000205871,AC068724.1
chr15,43415477,43477344,+,ENSG00000137842,TMEM62
chr15,43423206,43423884,+,ENSG00000260928,SPCS2P1
chr15,43476277,43477339,-,ENSG00000261687,AC068724.2
chr15,43477316,43489374,+,ENSG00000166946,CCNDBP1
chr15,43524793,43559055,-,ENSG00000104055,TGM5
chr15,43539878,43539979,+,ENSG00000202211,Y_RNA
chr15,43560102,43560586,-,ENSG00000261679,AC009852.2
chr15,43568478,43594453,-,ENSG00000159495,TGM7
chr15,43594294,43594970,+,ENSG00000260406,AC009852.1
chr15,43615847,43622803,-,ENSG00000168806,LCMT2
chr15,43622872,43646753,+,ENSG00000168803,ADAL
chr15,43650370,43663223,-,ENSG00000140265,ZSCAN29
chr15,43661419,43701969,+,ENSG00000137822,TUBGCP4
chr15,43683633,43683925,-,ENSG00000243871,RN7SL487P
chr15,43695259,43802926,-,ENSG00000067369,TP53BP1
chr15,43803156,43823818,+,ENSG00000166963,MAP1A
chr15,43825660,43882451,-,ENSG00000168781,PPIP5K1
chr15,43885252,43897099,+,ENSG00000237289,CKMT1B
chr15,43891596,43910998,-,ENSG00000242866,STRC
chr15,43894741,43894846,+,ENSG00000222398,RNU6-554P
chr15,43905880,43905983,+,ENSG00000238535,snoU13
chr15,43920701,43960316,-,ENSG00000166762,CATSPER2
chr15,43929830,43929936,-,ENSG00000206991,RNU6-610P
chr15,43934587,43935221,-,ENSG00000275601,AC011330.2
chr15,43941321,43941478,+,ENSG00000224677,PDIA3P2
chr15,43955852,43976537,-,ENSG00000249839,AC011330.1
chr15,43985084,43991420,+,ENSG00000223572,CKMT1A
chr15,43991686,44010382,-,ENSG00000166763,STRCP1
chr15,43994561,43994668,+,ENSG00000201136,RNU6-353P
chr15,44005342,44005445,+,ENSG00000238494,snoU13
chr15,44019116,44039292,-,ENSG00000205771,CATSPER2P1
chr15,44026377,44026483,-,ENSG00000206589,RNU6-354P
chr15,44038590,44065477,+,ENSG00000167004,PDIA3
chr15,44064798,44069741,-,ENSG00000128886,ELL3
chr15,44064815,44091331,-,ENSG00000262560,AC018512.1
chr15,44069285,44094787,+,ENSG00000140264,SERF2
chr15,44075041,44075231,-,ENSG00000268488,AC018512.1
chr15,44085857,44085957,-,ENSG00000221792,MIR1282
chr15,44086360,44092419,-,ENSG00000184716,SERINC4
chr15,44088340,44095241,+,ENSG00000242028,HYPK
chr15,44096690,44117000,-,ENSG00000140259,MFAP1
chr15,44119161,44160617,+,ENSG00000092470,WDR76
chr15,44156091,44156203,-,ENSG00000200391,Y_RNA
chr15,44162959,44487450,-,ENSG00000171877,FRMD5
chr15,44168047,44168442,-,ENSG00000227973,PIN4P1
chr15,44281259,44282382,-,ENSG00000185607,ACTBP7
chr15,44355709,44356511,+,ENSG00000224055,GAPDHP55
chr15,44564040,44564218,-,ENSG00000203578,AC073940.1
chr15,44571085,44571275,+,ENSG00000203411,AC090519.2
chr15,44575957,44576117,+,ENSG00000203576,AC090519.7
chr15,44580927,44707956,+,ENSG00000166734,CASC4
chr15,44589782,44590272,+,ENSG00000203575,AC090519.6
chr15,44595115,44595293,-,ENSG00000196274,AC090519.1
chr15,44603029,44603177,-,ENSG00000203574,AC090519.5
chr15,44603873,44604051,+,ENSG00000203573,AC090519.4
chr15,44614380,44614557,-,ENSG00000203572,AC090519.3
chr15,44646889,44647890,+,ENSG00000250130,AC090519.1
chr15,44679518,44682649,-,ENSG00000259499,AC090519.2
chr15,44694883,44719342,-,ENSG00000259595,AC025043.1
chr15,44719432,44821236,+,ENSG00000137770,CTDSPL2
chr15,44726452,44726705,+,ENSG00000265191,RN7SL347P
chr15,44739775,44741542,-,ENSG00000259335,HNRNPMP1
chr15,44808848,44809681,-,ENSG00000259563,AC025430.1
chr15,44819455,44829121,-,ENSG00000179523,EIF3J-AS1
chr15,44829255,44855227,+,ENSG00000104131,EIF3J
chr15,44850027,44851386,+,ENSG00000259659,AC009996.1
chr15,44854894,44955876,-,ENSG00000104133,SPG11
chr15,44957930,45003514,-,ENSG00000229474,PATL2
chr15,44989531,44989628,-,ENSG00000206957,Y_RNA
chr15,45003675,45011075,+,ENSG00000166710,B2M
chr15,45021186,45060027,+,ENSG00000185880,TRIM69
chr15,45070394,45070919,-,ENSG00000276121,AC122108.2
chr15,45117945,45176892,-,ENSG00000259479,SORD2P
chr15,45118738,45119292,+,ENSG00000259187,AC122108.1
chr15,45135810,45135922,+,ENSG00000238845,Y_RNA
chr15,45176814,45176978,+,ENSG00000212424,RNU1-119P
chr15,45207000,45222820,-,ENSG00000259742,AC090888.3
chr15,45211574,45213018,+,ENSG00000259231,AC090888.1
chr15,45219798,45219901,-,ENSG00000252117,RNU6-1108P
chr15,45248900,45271427,+,ENSG00000167014,TERB2
chr15,45255028,45255131,+,ENSG00000252475,RNU6-1332P
chr15,45262233,45263376,-,ENSG00000259304,AC090888.2
chr15,45265756,45265859,+,ENSG00000252288,RNU6-966P
chr15,45295062,45295226,-,ENSG00000212550,RNU1-78P
chr15,45315302,45369383,+,ENSG00000140263,SORD
chr15,45333914,45350905,-,ENSG00000259418,AC091117.2
chr15,45339301,45339413,-,ENSG00000252171,Y_RNA
chr15,45365690,45366246,-,ENSG00000259352,AC091117.1
chr15,45384848,45406542,-,ENSG00000140279,DUOX2
chr15,45406519,45410619,+,ENSG00000140274,DUOXA2
chr15,45409565,45422136,-,ENSG00000140254,DUOXA1
chr15,45422131,45457774,+,ENSG00000137857,DUOX1
chr15,45444862,45459724,-,ENSG00000259539,AC051619.6
chr15,45459412,45493373,-,ENSG00000138606,SHF
chr15,45462542,45492156,+,ENSG00000259519,AC051619.4
chr15,45490715,45491337,-,ENSG00000259932,AC051619.7
chr15,45492523,45492830,-,ENSG00000260035,AC051619.8
chr15,45506646,45507242,-,ENSG00000279014,AC051619.9
chr15,45507745,45508141,+,ENSG00000259338,AC051619.2
chr15,45543778,45571449,-,ENSG00000259520,AC051619.5
chr15,45544428,45570043,+,ENSG00000137860,SLC28A2
chr15,45613275,45613890,-,ENSG00000235390,AC051619.1
chr15,45622407,45624832,-,ENSG00000259433,AC051619.3
chr15,45646977,45647083,-,ENSG00000238941,RNU6-953P
chr15,45653322,45694525,-,ENSG00000171766,GATM
chr15,45670898,45672321,+,ENSG00000275672,AC025580.3
chr15,45694529,45713617,+,ENSG00000171763,SPATA5L1
chr15,45722727,45740959,+,ENSG00000166920,C15orf48
chr15,45722850,45734006,-,ENSG00000259342,AC025580.1
chr15,45725248,45725327,+,ENSG00000211519,MIR147B
chr15,45738661,45738722,-,ENSG00000252285,RNU7-5P
chr15,45740625,45805965,+,ENSG00000259354,AC025580.2
chr15,45771809,45815005,-,ENSG00000104154,SLC30A4
chr15,45783782,45783885,-,ENSG00000238583,snoU13
chr15,45803334,45878488,+,ENSG00000179362,HMGN2P46
chr15,45829448,45829575,+,ENSG00000207516,SNORA41
chr15,45850796,45855075,+,ENSG00000259681,AC090527.1
chr15,45858974,45859272,+,ENSG00000259427,DPPA5P2
chr15,45877955,45878502,-,ENSG00000275709,AC090527.3
chr15,45879321,45908197,+,ENSG00000104164,BLOC1S6
chr15,45879549,45968512,+,ENSG00000260170,AC090527.2
chr15,45884182,45884283,+,ENSG00000200419,Y_RNA
chr15,45923346,45983492,+,ENSG00000137767,SQOR
chr15,45994838,45995381,+,ENSG00000273972,AC068722.2
chr15,45997276,46223267,+,ENSG00000259200,AC068722.1
chr15,46391391,46392590,-,ENSG00000259743,AC068714.1
chr15,46633552,46633797,+,ENSG00000259593,MTND5P40
chr15,46643860,46643944,-,ENSG00000238819,SNORD11
chr15,46952856,46952958,+,ENSG00000238456,RNU6-1014P
chr15,46985486,47097042,+,ENSG00000259255,AC073941.1
chr15,47012391,47012710,-,ENSG00000223308,RN7SKP101
chr15,47119724,47120156,+,ENSG00000259509,AC073941.2
chr15,47249731,47249815,-,ENSG00000252500,AC087433.1
chr15,47425693,47426320,-,ENSG00000284540,AC066615.1
chr15,47476298,48066420,+,ENSG00000137872,SEMA6D
chr15,47534401,47534476,+,ENSG00000222311,AC084882.1
chr15,47564794,47565086,+,ENSG00000222343,RN7SKP139
chr15,47566380,47567361,+,ENSG00000259554,AC084882.1
chr15,47651627,47688929,-,ENSG00000259221,AC023905.1
chr15,47689698,47691751,-,ENSG00000259360,AC009558.1
chr15,47817366,47819953,+,ENSG00000259740,AC009558.2
chr15,47844672,47844768,-,ENSG00000221202,AC012050.1
chr15,47896077,47898549,-,ENSG00000259588,AC012050.1
chr15,48022341,48023132,-,ENSG00000213862,AC044787.1
chr15,48095581,48138433,-,ENSG00000259572,LINC01491
chr15,48176507,48341309,+,ENSG00000259754,AC092078.2
chr15,48236241,48241706,+,ENSG00000259730,AC092078.1
chr15,48413169,48434869,+,ENSG00000188467,SLC24A5
chr15,48426828,48470714,-,ENSG00000104177,MYEF2
chr15,48454002,48454100,+,ENSG00000266143,AC066612.1
chr15,48481234,48483888,-,ENSG00000259235,AC066612.1
chr15,48483736,48495953,+,ENSG00000233932,CTXN2
chr15,48483861,48596275,+,ENSG00000074803,SLC12A1
chr15,48484388,48493881,-,ENSG00000259385,AC066612.2
chr15,48604550,48624053,-,ENSG00000259488,AC023355.1
chr15,48617755,48617868,-,ENSG00000202542,Y_RNA
chr15,48623208,48635570,+,ENSG00000128951,DUT
chr15,48700503,48938046,-,ENSG00000166147,FBN1
chr15,48821177,48821925,-,ENSG00000274654,AC022467.1
chr15,48938148,48944213,+,ENSG00000259705,AC084757.3
chr15,48954728,48955253,-,ENSG00000273925,AC084757.4
chr15,49005125,49103343,-,ENSG00000103995,CEP152
chr15,49017535,49018024,+,ENSG00000259216,AC084757.1
chr15,49021277,49022041,-,ENSG00000259469,AC084757.2
chr15,49075387,49076318,+,ENSG00000259670,AC012379.1
chr15,49102898,49104106,+,ENSG00000259700,AC012379.2
chr15,49115932,49255641,-,ENSG00000185634,SHC4
chr15,49170083,49172380,+,ENSG00000255302,EID1
chr15,49170346,49170937,+,ENSG00000235883,AC012379.1
chr15,49230433,49240228,+,ENSG00000259602,AC091073.1
chr15,49264000,49265558,+,ENSG00000259500,KRT8P24
chr15,49280673,49338760,-,ENSG00000138593,SECISBP2L
chr15,49288109,49288219,-,ENSG00000207105,Y_RNA
chr15,49334540,49334840,-,ENSG00000265942,RN7SL577P
chr15,49393988,49395461,+,ENSG00000259656,AC013452.2
chr15,49398265,49447858,-,ENSG00000166200,COPS2
chr15,49429959,49430060,-,ENSG00000200120,Y_RNA
chr15,49447853,49660066,+,ENSG00000156958,GALK2
chr15,49448526,49449044,+,ENSG00000259467,NDUFAF4P1
chr15,49461267,49461350,-,ENSG00000264210,MIR4716
chr15,49469807,49470938,-,ENSG00000259545,AC013452.1
chr15,49491099,49491391,-,ENSG00000243338,RN7SL307P
chr15,49619159,49913128,-,ENSG00000166262,FAM227B
chr15,49635805,49636451,+,ENSG00000275580,AC022306.2
chr15,49645682,49646231,+,ENSG00000276593,AC022306.3
chr15,49657321,49658882,-,ENSG00000259531,AC022306.1
chr15,49715293,49780972,+,ENSG00000140285,FGF7
chr15,49913177,49948429,+,ENSG00000104047,DTWD1
chr15,50086443,50088294,+,ENSG00000259388,AC025040.2
chr15,50150435,50475014,-,ENSG00000104043,ATP8B4
chr15,50171801,50175722,+,ENSG00000259188,AC025040.1
chr15,50274640,50274758,+,ENSG00000201086,RNA5SP394
chr15,50474393,50528592,+,ENSG00000140284,SLC27A2
chr15,50514085,50514193,+,ENSG00000200605,Y_RNA
chr15,50534144,50558223,-,ENSG00000140287,HDC
chr15,50536828,50537128,-,ENSG00000241175,RN7SL494P
chr15,50567589,50647605,-,ENSG00000104064,GABPB1
chr15,50639620,50639726,-,ENSG00000271819,U6
chr15,50647156,50664399,+,ENSG00000244879,GABPB1-AS1
chr15,50651647,50652391,-,ENSG00000259715,AC022087.1
chr15,50652526,50652607,+,ENSG00000264109,MIR4712
chr15,50709582,50710889,+,ENSG00000259465,AHCYP7
chr15,50716577,50806616,+,ENSG00000138592,USP8
chr15,50755578,50755695,+,ENSG00000252376,RNA5SP395
chr15,50758935,50759293,+,ENSG00000242737,AC012170.1
chr15,50786215,50789277,-,ENSG00000259618,AC012170.3
chr15,50789392,50790941,-,ENSG00000259298,AC012170.2
chr15,50792759,50838905,-,ENSG00000170236,USP50
chr15,50844670,50979012,-,ENSG00000092439,TRPM7
chr15,50849798,50852697,+,ENSG00000259684,AC084756.1
chr15,50981097,50981388,+,ENSG00000243027,RN7SL354P
chr15,50994463,51058005,-,ENSG00000138600,SPPL2A
chr15,51034899,51035473,-,ENSG00000279665,AC012100.3
chr15,51038906,51042026,+,ENSG00000259773,AC012100.2
chr15,51090867,51091148,+,ENSG00000241130,AC012100.1
chr15,51132072,51200796,-,ENSG00000273674,AC021752.1
chr15,51200869,51298097,+,ENSG00000081014,AP4E1
chr15,51236860,51238193,+,ENSG00000259378,DCAF13P3
chr15,51329685,51586109,+,ENSG00000259240,MIR4713HG
chr15,51348795,51397473,-,ENSG00000183578,TNFAIP8L3
chr15,51356806,51361783,-,ENSG00000259204,AC073964.1
chr15,51500254,51630807,-,ENSG00000137869,CYP19A1
chr15,51534387,51534461,+,ENSG00000266593,MIR4713
chr15,51571124,51572212,-,ENSG00000259701,AC020891.3
chr15,51608038,51614193,+,ENSG00000259306,AC020891.2
chr15,51633826,51700210,+,ENSG00000186417,GLDN
chr15,51643297,51643389,-,ENSG00000270378,AC020891.4
chr15,51659574,51661307,+,ENSG00000259194,AC020891.1
chr15,51706294,51791030,+,ENSG00000259678,AC066613.2
chr15,51739908,51915030,-,ENSG00000104093,DMXL2
chr15,51749483,51752779,+,ENSG00000259668,AC066613.1
chr15,51901894,51901963,-,ENSG00000263437,AC020892.1
chr15,51973550,52013228,+,ENSG00000104112,SCG3
chr15,51985413,51987962,-,ENSG00000259241,AC020892.1
chr15,52000192,52007417,-,ENSG00000259296,AC020892.2
chr15,52015208,52043782,-,ENSG00000140280,LYSMD2
chr15,52043758,52108565,+,ENSG00000128872,TMOD2
chr15,52044682,52048672,+,ENSG00000259377,AC026770.1
chr15,52121825,52239492,+,ENSG00000138594,TMOD3
chr15,52125331,52125623,+,ENSG00000274954,AC090971.5
chr15,52151382,52153490,-,ENSG00000259632,AC090971.4
chr15,52176753,52176850,+,ENSG00000207484,Y_RNA
chr15,52179757,52193320,-,ENSG00000259201,AC090971.2
chr15,52199397,52199502,+,ENSG00000272337,U6
chr15,52201099,52201839,-,ENSG00000259185,AC090971.1
chr15,52211270,52222824,-,ENSG00000259556,AC090971.3
chr15,52230222,52264003,-,ENSG00000166477,LEO1
chr15,52244303,52359569,+,ENSG00000069956,MAPK6
chr15,52303196,52311292,-,ENSG00000259438,AC090970.2
chr15,52309364,52310229,-,ENSG00000274528,AC090970.3
chr15,52325904,52327822,+,ENSG00000259398,AC090970.1
chr15,52348872,52392720,-,ENSG00000259712,AC023906.5
chr15,52374499,52378771,+,ENSG00000259178,AC023906.2
chr15,52387492,52387944,+,ENSG00000242327,AC023906.1
chr15,52401460,52404972,-,ENSG00000137875,BCL2L10
chr15,52407302,52483566,-,ENSG00000069966,GNB5
chr15,52408771,52414328,+,ENSG00000259327,AC023906.3
chr15,52416758,52432443,+,ENSG00000259709,AC023906.4
chr15,52454948,52455049,+,ENSG00000206995,Y_RNA
chr15,52472290,52498071,+,ENSG00000259577,CERNA1
chr15,52484519,52587995,-,ENSG00000128833,MYO5C
chr15,52569314,52569397,-,ENSG00000221052,MIR1266
chr15,52599480,52821247,-,ENSG00000197535,MYO5A
chr15,52797388,52798059,+,ENSG00000231169,EEF1B2P1
chr15,52839242,52862080,-,ENSG00000128989,ARPP19
chr15,52870039,52890906,+,ENSG00000260618,AC025917.1
chr15,52873514,53002014,-,ENSG00000047346,FAM214A
chr15,52940831,52942063,-,ENSG00000259935,AC009754.1
chr15,53049186,53083275,-,ENSG00000169856,ONECUT1
chr15,53093811,53097139,-,ENSG00000259203,AC016044.1
chr15,53177792,53178667,+,ENSG00000214896,RPSAP55
chr15,53229336,53230715,-,ENSG00000259612,EEF1A1P22
chr15,53408562,53421895,+,ENSG00000259237,LINC02490
chr15,53805938,54055075,-,ENSG00000166415,WDR72
chr15,53944174,53944320,+,ENSG00000252066,RNU2-53P
chr15,54056401,54056507,+,ENSG00000206641,RNU6-449P
chr15,54129468,54129757,-,ENSG00000259301,AC084759.1
chr15,54202966,54206909,+,ENSG00000280362,AC084759.3
chr15,54239821,54269105,-,ENSG00000259669,AC084759.2
chr15,54305101,54925612,+,ENSG00000137766,UNC13C
